9859	-5993	-6152	-538	546
2487	-5749	-7141	3000	-8952
-1311	9552	7175	-546	-5194
-8309	7404	880	-3254	2604
-9277	-2712	-6219	2424	-1573
4253	-433	-3270	-7151	-3559
3194	-5301	5047	8936	-3471
6167	9624	4178	-1512	-4048
-6089	6567	-8206	-1702	-7583
-903	8895	-4481	-8455	3671
-686	5941	-7399	4406	-5265
-9665	-487	-4491	6632	5975
-2779	-6010	-8439	-9469	5256
2884	-3098	9156	4635	2559
-4868	-8549	-3007	2986	-1587
-2474	9397	9133	3244	-5116
-6161	-5003	7665	3465	-441
-7207	7483	3894	-8704	-8320
-8283	-5495	6566	-267	-5916
-8150	-3890	-237	-4474	-7364
1627	-5859	4829	235	-9694
-1651	5063	7285	6362	2595
2881	-9983	4856	8232	-4550
7414	9619	-4072	4265	7011
843	-3299	2725	-2384	2586
-6919	886	4030	-8908	-1189
8856	6967	4793	-790	5668
6198	8746	2333	-634	9738
582	2107	-2628	4824	7758
-4438	8931	3252	5538	-3949
-1792	-2490	-7228	5413	3524
-7500	-6330	1853	2014	8033
-6869	-8780	-6707	1348	-2688
4115	-2933	5975	-7158	3840
6441	-2825	7883	3034	4811
2493	1439	9019	381	9294
-9846	-9493	1472	-424	8694
-5340	3537	8357	-4876	-3663
-5659	-2580	5524	5938	7510
-4494	-6294	2757	-7942	1786
5648	-5207	-3736	-8676	8617
-7348	-4193	-8513	3339	-6479
9406	-4614	-5276	3500	6593
-607	-2747	5097	-4410	-5885
5879	-8390	1928	1310	-1358
2916	-6984	7849	521	5892
-3758	-4428	-796	-4325	8086
-855	3895	-3126	4044	-3614
-6846	1221	-9922	-7455	-4838
607	91	-9463	-3866	-2690
3903	139	-3391	9480	6891
465	4718	8923	-3301	-5983
2459	-4571	3686	-6869	8356
4911	1913	4527	746	3637
-8013	2382	-7927	7649	3559
-596	9900	40	7665	-5802
8490	-6132	-6483	-2297	9257
27	6282	9251	4718	-2253
2440	6936	-8165	-2805	4968
-4722	4433	9562	1969	7908
-7983	-9404	8473	-6804	7417
5483	-6991	3981	5393	3423
-5864	-2258	-6998	-6804	2815
8387	4344	6981	1349	7252
-6098	-9239	-7570	569	250
7670	1700	-4162	-4452	6410
-5336	3786	4082	-6988	-1675
6209	-9417	8281	5377	-7555
2485	-9968	4995	5604	1446
8763	2270	7874	-5395	-2764
2413	1000	77	-5059	8296
-8080	5218	-6491	4477	-5536
-762	-8718	929	2965	-6730
-4802	-7708	-3221	7626	-3220
-9739	4522	-365	-5840	-3911
7499	-5599	7217	3364	9320
9254	7849	3097	6563	6059
-3857	3650	-7131	5263	7431
3195	5621	7108	-3104	-1879
-8088	-8379	-3225	-6070	2886
7984	9199	3036	-6375	-2139
1714	-7569	125	72	-5208
8358	2579	147	7088	-6692
-3170	-966	9451	-6760	-2571
759	-8586	2560	7188	-990
1751	6937	429	3472	8293
6039	-3121	-1412	6477	5090
-1356	-7648	6475	-4089	-4545
-7606	2567	-9534	5736	-6222
6153	5037	6940	4198	8585
5442	-357	3964	-9887	728
-3897	-8557	-510	4222	4851
4604	-1463	8506	-6551	9974
-1318	-5855	-5739	7738	4398
7830	-1339	-6493	9194	9375
8331	811	69	6405	6093
-1600	8491	-6317	-6013	-318
-3928	-6314	-482	-9354	1015
-1473	-686	-5612	-8900	-7915
7034	1515	-842	4893	4785
9061	2298	8428	409	9769
-381	-5709	5183	-3406	1728
-2588	8224	5492	-1435	4970
-4469	3435	-8334	-4322	508
1219	-3940	-771	-7722	9658
1712	-6943	-8001	9995	4231
-1167	-4345	-2412	779	958
-555	9174	2609	-9157	-4992
-6067	-2790	-1389	2118	9882
5928	9119	-1888	2082	3746
5289	-5148	-1946	9269	5663
7966	2644	-1620	4107	9503
-6630	-9624	-1693	4025	4303
6397	2756	9968	6605	-220
6476	-3716	69	3557	-2647
1183	-5187	4907	1038	6567
-3519	-3311	7148	-5143	1580
4858	-9218	9452	-5732	7988
887	-2437	9112	-112	3066
1904	-8062	-1965	-5191	-3488
-7346	-5184	5778	3893	8016
2700	-9016	-753	-548	7367
-4829	8435	-6824	8728	-882
-6000	4965	93	-7983	5462
5713	-4483	-4560	-2863	-7200
-6267	6374	8308	3859	5968
-1362	-8583	-6707	-7574	-2071
-960	-4863	3877	3608	198
-7149	-8100	5410	3483	-9137
-6169	-7117	-4869	5358	-5052
2345	-7725	-3599	8382	4020
-7282	6436	6008	6739	-8305
7095	9162	4665	2747	-3116
-4382	-8957	4751	6347	-742
-4790	743	-8398	7098	-9746
1921	6390	8844	5600	-5717
-3820	-945	-5914	-4989	9063
386	-9758	-4227	-202	1433
7476	-738	-1672	4532	-7914
3460	6836	-7031	-1473	7378
4935	-506	6469	-9919	-2209
-7768	-3679	-6405	6592	9706
8585	8043	6465	3441	1990
4610	-9485	-4349	-3019	8218
-5499	1736	-4389	-9471	-6287
9824	5418	-70	6558	-2375
679	36	9901	-9469	-8185
3404	2499	-403	356	967
1152	-380	9685	-7076	-5935
-6463	3010	8373	-5742	-5580
7021	-4095	7820	7336	3875
-6299	4919	-7529	-7562	2319
6681	764	-7472	951	7156
9242	-974	-2165	-1014	-4896
-2587	1487	-8220	1555	6435
-9690	-7244	-5109	-8324	-4583
7201	-5187	4684	-2891	-666
-8178	-9083	-3595	-505	6900
7376	-9486	-1169	1682	-62
1180	-2372	3090	8909	-1753
5229	1459	-1943	3407	123
-1630	4859	3853	8471	7028
7325	8549	-1657	6373	-6078
5396	-6181	-4917	-38	2424
1120	6398	-4364	6730	1481
-4126	-6479	-8219	2240	8473
-4096	8633	-4006	4417	3823
-6383	4164	-2196	-6251	7759
6592	-4595	290	6199	-4051
-2057	-185	1771	9859	6814
-1846	9913	4574	-5725	1749
-2131	-7205	-2972	-9995	798
-8538	287	-8116	-233	-2896
3322	-6917	8766	7783	6833
774	8111	-2792	1929	8848
2589	-3474	-5905	4919	-4611
-7963	-6614	1364	-1554	8184
-853	-6494	-9088	4645	-874
-945	4462	-8621	4449	2449
-7110	4670	4770	-7282	-6724
-7187	450	-2103	-7310	7798
-7647	5671	9122	-8495	4330
6308	-3027	9126	160	5757
-6514	1821	9709	762	-8235
5103	-8489	2592	-9362	-5525
774	-1646	3056	7231	9996
-6545	1262	-5630	-3688	-7540
6762	-1036	3647	-1722	-4132
2789	5085	8261	-3489	6079
-9377	5531	-8670	-7077	-4734
-7194	-4268	4451	6237	3503
-6688	-7679	-8663	2400	7813
-4813	3848	-3976	3819	-429
1069	-8787	281	-2188	4674
1164	-7238	-3378	-4016	-9018
-5877	5149	5883	7407	1524
-2477	-7036	1571	-904	-4299
380	7089	-8524	6185	-4691
6848	-2068	5380	4343	5487
-5231	-5030	-8871	-7973	-8482
-4472	-1595	8888	6006	-2607
6003	9353	-4202	-542	8183
8968	-1219	3267	4252	9215
-404	8961	850	-2548	-6888
-3325	3405	-3513	5709	-4353
9331	2614	6809	7592	7012
5162	4483	5331	3267	-4743
-9534	-1513	-6756	8678	-6588
8509	94	-5848	-1215	-796
5864	8411	-7089	-2447	-7815
-2809	5948	-2	1815	3598
-8364	-9363	6336	9403	-8971
9285	9476	-2266	7020	-4727
-9177	-621	-1032	-1407	5367
2739	-1747	3275	3606	5777
-8722	-8368	3514	-2647	-8855
-497	-6555	-1055	4558	5389
945	-8554	-1735	-4963	-1323
9410	-1142	-5670	1362	5942
-3317	7236	-1236	-5666	4807
3246	-2026	-6952	-570	-6205
9503	1202	-278	8943	-4433
3460	-9121	3342	-1473	6030
6859	-4213	4156	-7386	1238
926	5168	-3660	-2736	3991
-8681	-1923	9494	3724	-9972
-2254	2274	-2691	5885	6344
-4692	4417	467	5406	-3016
2916	-6060	-8128	2349	4515
-7989	7750	376	-4249	6455
-3811	-7025	-7886	8988	-372
5084	-2703	-2374	8485	-2458
-5780	-8239	1038	9325	-7191
1792	1939	-2459	-557	-4211
5894	-7163	454	6574	7932
-6996	9733	-8905	-5106	6380
5154	1548	-2164	9806	4534
-7008	8703	1446	-1996	2530
3456	5156	5980	-5296	8785
-6324	8873	4923	7897	-35
2929	3515	2983	2738	-6779
768	-9629	-1319	-6392	9457
-3778	-7370	1445	8929	-1324
7019	8619	-9722	412	-188
661	4721	5480	-5290	8338
9736	3159	-1363	-6045	-7716
3025	-3864	854	-8278	-8260
4715	9738	-2491	-3537	-8896
-2630	-8374	8451	-844	8386
-514	-740	-7659	627	8642
-9045	3996	5716	3508	-1524
8716	919	9911	9344	-7161
-1392	-8526	-7087	-4864	-7441
-4927	-815	9587	6238	539
-6946	-4234	-4235	8885	-6529
2044	-7436	-1748	-4716	147
3573	8550	770	-7681	-7965
-6924	-2276	2974	8532	9099
-7172	7035	-1439	1290	-4171
-9416	8334	-3082	6954	4470
-448	-2020	-6344	-6591	1004
-1316	4652	-9122	-3744	6339
3999	6416	996	3981	7248
-3233	-4606	923	7419	30
5808	-8144	1912	705	7355
-1183	-6120	-151	-825	-3377
-4186	-7619	6888	-620	-6881
2451	3537	8844	1406	7284
8407	103	6697	-9143	6018
7690	1292	478	3	-181
-791	77	3382	4724	6376
-6906	-7599	-3209	-2890	7220
9381	7697	5837	-1783	-8130
2811	-5433	8961	-4657	2337
-2500	2296	-4693	-5361	4347
-1087	292	-8647	5366	9073
-3979	3245	1216	-8069	-1709
6970	1967	-2484	8188	1033
6953	7047	-7640	9952	558
-831	3299	-8192	-7811	7879
7138	-5051	3011	-1268	-4215
-6799	-1747	9303	1389	9279
3372	-4116	-193	7735	-2321
4631	-8147	2558	7686	-5250
8022	4080	6582	334	-2803
215	-4217	8532	-6121	8669
-4743	4703	7629	-1212	8187
8756	-4401	6245	3836	7059
8301	-5923	7425	6305	-8636
1536	5310	8881	3364	-1537
-9484	3749	-396	1281	-4663
7810	-8435	1549	-9080	-8178
-6371	-8925	2631	5144	5918
2072	-3116	-5667	5666	216
4037	-4706	-283	-5777	4670
-7753	2131	3764	-9950	-3151
-8111	1652	-1634	-4631	-2230
1502	1636	927	-1968	-5171
5885	-9403	-6000	8426	1595
336	-5374	2405	5728	-2140
-3539	4052	6779	-3375	-691
2761	9316	9503	-315	9638
-4308	6317	-8440	8788	-8697
8373	-7793	-8369	6615	-8265
-7299	6754	4316	8030	-3995
-7641	474	5965	-1530	-5483
-6255	5613	1883	-6820	-439
-1653	4937	2867	-2711	8358
7413	-4797	7754	-3607	6626
8177	-2641	9618	-703	7809
1515	4972	3891	-4218	-6241
1099	-1524	4879	5131	-8582
-6328	-2355	7127	-4251	6167
7673	8780	-2469	-9769	-9991
-8749	2879	2387	-926	5428
-5368	-7000	729	-6317	112
-5576	7162	3537	4109	8069
8344	-6440	8191	1630	2936
4150	-4391	-6235	4805	-3045
1586	-5903	8155	2750	-7390
551	-7508	-445	-3030	-41
-8565	4707	9521	8927	1033
-6506	5210	1450	-2046	-9006
731	-9937	3907	-4846	6510
3743	7359	-9527	-6809	3347
4810	-3199	87	1058	4624
-8191	-6598	9651	-9789	-5672
314	-6748	4097	8613	8256
4761	-9659	-3754	-5878	-6381
-8550	3506	-4870	3003	-7162
-2463	-6094	3457	-9266	9470
2713	-8793	9424	3099	-9472
9210	-135	-6607	8035	9211
-6868	8704	109	-6951	2720
-8576	-7893	-3145	-9232	-3950
-3254	-9239	1928	-328	-1848
-5254	-9432	9380	-4781	6303
2046	1434	-5194	6233	-6769
-8832	-2534	-1260	1275	3181
-9488	-9344	-8065	6296	-5774
9506	-1259	2872	8140	-2593
1339	7674	8126	6718	-5904
-6607	-3622	-5721	4994	8549
9700	4838	1995	7309	-4508
5306	662	-4729	2990	-6062
-4132	-8116	-5621	-4924	2255
8229	-6641	-7785	-890	2860
8615	1126	2500	-6293	-2178
-9183	-5495	4153	5977	5468
-2865	-2633	-9996	1729	-7407
1277	5279	-1763	-9150	3589
-2387	2168	5294	-3589	170
9976	-569	-321	-6035	3060
5490	6907	-5373	-8448	1371
870	7595	6854	9845	-7135
-5148	4484	-3308	5239	-722
-3194	420	1957	-2133	3584
-7521	1775	3733	-7168	-3274
-3904	3139	2251	9636	892
-2924	2432	4157	3369	-5516
-782	3833	-6302	-5731	5677
-9315	-3448	1496	-8703	3669
-3568	-5660	4988	4031	8230
-5124	681	-2816	-4384	3867
619	-4218	9147	2033	6237
-6729	8105	-857	8435	-483
9098	1582	9482	-7195	4844
9319	8564	4164	-830	-2157
-6880	9001	5600	-5400	-9181
8717	-5673	-6448	-3165	8207
2517	3610	-2087	4787	4369
425	-6465	3508	-5342	-3954
-393	2775	8220	3223	5526
-6498	-8962	-466	5419	-9250
8563	-8983	-3853	-6403	6372
-5236	1443	5466	-4700	5923
-7386	-989	9404	7004	6399
8444	5732	5083	-5892	9240
5000	1909	6884	-8272	7393
5810	-2931	-7483	-1255	-4559
-749	-3137	7994	9025	-7372
7587	-786	1475	-6016	2500
-6511	9870	4789	9371	-68
2033	-1577	1762	9690	2593
-7176	-418	-3958	-2329	8827
-3959	2403	2732	-5414	3199
-2055	-2212	-3303	1450	-2326
-7975	2864	6772	-1154	3980
2555	1466	1864	-3412	-9583
-5859	6801	9110	545	8934
6507	1012	9779	679	2139
-4403	2423	7075	2125	9232
-9786	-4867	4553	-4448	9652
5293	5069	-7155	-5565	3138
8622	1558	8287	6423	3215
9335	8158	-8251	9025	3215
-7695	6908	-3497	-3353	4747
6557	-9482	-1651	-2302	-3049
-5312	-1302	-7909	6089	-9291
6382	-3265	8422	-6724	4666
-5070	-6278	-995	2677	-3581
-2351	-2762	5417	-4808	-7585
1059	5005	-374	-2422	-2945
300	7997	-7352	8648	-9050
-4876	-1705	4728	5258	-5638
8205	946	468	-1108	1226
-5280	3214	-4849	5713	-9504
-7729	-9997	736	9280	-657
-7919	-9624	-204	1166	8954
-8633	-4632	9588	-3492	9768
9621	-5261	7012	9040	-5190
-1363	-1914	4444	-5629	9448
932	-6686	-4314	-6645	9306
7601	-971	2503	-6131	2943
-4387	9898	6743	-4142	9326
-6439	3264	9977	-5628	-9194
7657	-332	457	4339	-867
3168	746	-2667	5331	-356
2036	-6134	3745	-7136	-8798
2774	-4697	3307	-7329	4804
2674	1130	6326	-9833	9090
-6860	-3631	5527	-7777	-3407
1559	-7298	5394	-7143	8259
-520	3163	-400	-4021	-5217
1014	2554	-9301	595	7164
-6716	-5402	8583	5914	-8236
-2240	4838	7372	-1140	-4019
5041	-8578	8065	-870	-4305
-8668	-4769	-9067	8901	-7284
2119	6197	5737	-6587	6769
5565	-793	-5077	-1522	2616
-3683	-2888	4497	9317	7451
-768	5459	3185	6548	-2840
3972	9569	-4680	-4493	-8010
-2664	-472	4214	5835	-338
-8005	-5945	3423	-7317	-3675
6153	-2187	-5614	5602	9600
-4947	3673	-6345	-9769	-9799
5778	6810	-5922	-5555	-7314
6359	1927	3810	-1805	3506
-3223	-2672	-7145	1880	2649
5613	7077	-2952	4155	-8506
6676	-780	4744	3679	-5462
-2144	2395	6258	-1778	4801
-839	2512	-5845	8353	5452
-8460	1362	-910	-9011	-3506
-9171	1195	-1350	-2708	-5441
5290	53	-3655	-9682	-9793
8745	808	1322	-6790	-6297
8475	-6349	2191	7808	-7353
573	-9558	-9457	-640	4972
-503	5037	9408	-1648	-5463
8088	-8332	6641	-3149	-8490
4716	4075	4953	6594	2101
-9469	3339	2282	7520	7413
-6315	-3582	-4030	9255	8303
9471	7713	-1095	-4402	195
-3943	-7971	-3691	5830	1354
-2204	-3152	-6157	214	8081
4775	6752	-5511	-7889	-8989
-7069	9101	-804	2048	2188
8100	-6828	-8148	-1610	-7389
-9127	-6281	-8260	-7548	7703
1614	8553	5657	-5741	9127
-5079	5852	-999	-5512	9174
-8071	7405	8647	5770	-2656
-6292	9440	7733	2587	1207
-225	117	-3586	-1497	-7745
174	9088	-1370	-7726	5350
-2939	-3151	-6468	-9743	-7467
-1708	5430	1457	-571	5253
4132	5215	2353	7440	8195
8111	5237	6482	8110	7316
9215	-8770	-2269	1832	-7978
7815	-4555	-3550	-5070	-8476
-2300	7187	-4047	5201	1907
1308	2438	9908	-6385	6710
7221	1645	8946	-9900	-3845
4314	831	-6223	7349	9733
7259	-5180	9424	1143	-3047
-8691	7670	9813	-969	4442
3257	6212	6495	3892	-7369
1807	-5177	-9911	3137	5505
-878	8530	6648	-9321	8891
3518	5900	-8160	6363	5327
-2540	-6760	-5355	-5236	2287
-635	8704	3315	-1156	4770
8753	-9462	8211	2393	4782
-4718	9329	3764	-7745	8798
1909	2956	-284	3808	961
-8117	9698	7738	859	207
6901	-560	-2898	-3765	-8497
-42	-3541	-6701	3096	-1904
-4242	-3836	1068	6827	3963
-4551	-5667	7487	-6200	-4173
-1843	-5832	-1918	-3751	-9880
-6820	1160	-969	-2240	5435
1079	-8757	4408	1682	-6769
2796	-1956	5505	-6234	5863
-3410	-7739	-7399	2655	-7454
-4484	-2916	-8868	8773	413
6840	-4321	628	-6378	-3903
-704	3675	7806	602	-4632
5270	-7832	1687	-5909	2775
8513	9398	3518	9639	-1294
-3222	714	-7889	-9591	-5615
266	-5714	-6439	7356	-1946
4301	641	366	7801	3399
4145	4957	-3520	4445	-930
-843	3870	-7532	4864	2279
7891	4862	7025	3136	-9368
-8974	7796	676	8461	-2339
4184	5492	-6015	9917	-979
-6238	-3229	-727	-3046	-3691
2449	-6970	-245	-1701	-806
-9461	7986	-8134	-1027	3497
9309	8636	7710	6552	6456
-9151	-9355	6317	-5875	-468
2796	7418	8225	-2038	221
315	-5839	6557	-3907	7161
-6634	6273	-9281	9286	-6417
-4510	-5331	-4353	-6227	-1371
-2082	-2731	-3936	3543	-3017
-2529	6797	-7673	-688	-7051
-3824	1508	5604	-4480	-3682
7200	-8230	-4451	6829	-9799
-8701	-1789	2686	1080	-907
4003	577	7832	-5427	9172
-2992	-9569	-2112	4319	5967
-3722	9852	-510	3183	1184
-1731	626	7439	-6019	-7635
8561	3182	-333	-9012	6394
-953	4875	956	1253	-9026
4580	1151	-3451	-3248	-1564
-2053	-3373	8969	201	5194
3713	935	-4764	-79	-7323
1185	3913	-152	3384	-9983
